storeId,url,additionalAttributes,breadcrumbs,label
24,https://www.amazon.com/dp/0131116568?psc=1,,books > education & teaching > schools & teaching > special education > learning disabled,books
23,http://www.walmart.com/ip/13011986,,books > children's books > people & places > lifestyles > girls & women,books
,,,home > decor > rugs > area rugs,rest
,,,best buy > audio > docks radios & boomboxes > radios > portable radios,rest
23,http://www.walmart.com/ip/19906245,,books > art music & photography > performing arts,books
,,, home  >  bedding  >  sheets ,rest
,,,automotive > performance parts & accessories > exhaust system > complete kits,rest
,,,home goods > home decor store > decorative accessories > seasonal decor,rest
23,http://www.walmart.com/ip/19422009,,books > history > united states,books
24,http://www.amazon.com/dp/B0000AOVQ1?psc=1,,cds & vinyl > jazz > latin jazz > cds & vinyl > latin music > latin pop > cds & vinyl > latin music > samba > cds & vinyl > pop > cds & vinyl > world music > south & central america > brazil > bossa nova,music
,,, clothing & shoes  >  shoes  >  women's shoes  >  clogs & mules ,rest
22,,,"target > movies, music & books > movies > action & adventure",videos
6075,,,,books
,,,home & kitchen > furniture > game & recreation room furniture > home bar furniture > barstools,rest
24,,,movies & tv > genre for featured categories > action & adventure > movies & tv > genre for featured categories > drama > movies & tv > genre for featured categories > mystery & thrillers > movies & tv > movies,videos
22,,,"target > movies, music & books > movies > drama",videos
23,,,music on cd or vinyl > vinyl records,music
24,,,movies & tv > classic tv > movies & tv > genre for featured categories > kids & family > movies & tv > science fiction & fantasy > movies & tv > studio specials > sony pictures home entertainment > all sony pictures titles > movies & tv > studio specials > sony pictures home entertainment > all sony pictures titles > movies & tv > tv,videos
,,,clothing shoes & jewelry > women > clothing shoes & jewelry > novelty & more > jewelry > necklaces & pendants,rest
22,,,"target > movies, music & books > books > fiction & literature",books
,,,clothing & shoe store > shoes > women's shoes > slip-ons,rest
23,,,movies & tv > tv shows > drama,videos
2627,,,books,books
,,,sports & outdoors > sports fan shop > for the home fan shop > decor fan shop > decorative accessories fan shop,rest
,,, party & occasions  >  crafts  >  needlecrafts ,rest
23,,,books > self-help > family & relationships > education,books
2627,,,music,music
22,,,"target > movies, music & books > music > rock",music
,,,target > clearance > clothing & accessories clearance > women's clothing clearance > intimates clearance,rest
,,,target > home > home decor > rugs > area rugs,rest
24,,,movies & tv > genre for featured categories > exercise & fitness > movies & tv > movies,videos
24,,,digital music > songs > soundtracks,music
,,,home goods > art gallery > canvas art > gallery wrapped canvas,rest
,,,cell phones & accessories > cases holsters & clips > cases,rest
22,,,"target > movies, music & books > music > classical",music
2627,,,books,books
,,,target > shoes > women's shoes > sandals > slide sandals,rest
,,,target > clothing > boys' clothing > underwear > thermals,rest
,,,best buy > computers & tablets > computer accessories & peripherals > surge protectors & power > surge protectors,rest
,,,home goods > art gallery > print art > framed prints,rest
,,,pets > dogs > dog clothing & shoes,rest
,,,beauty & personal care > skin care > face > creams & moisturizers > face moisturizers,rest
,,,target > clothing > girls' clothing > tops > jackets & blazers,rest
,,,health & personal care > sexual wellness > safer sex > lubricants,rest
22,http://www.target.com/p/classic-love-songs/-/A-11434147,,"target > movies, music & books > music > rock",music
6075,https://www.abebooks.com/servlet/BookDetailsPL?bi=19542057534&searchurl=isbn%3D0023545216%26sortby%3D17,,"home > hildebrand, verna",books
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
23,https://www.walmart.com/ip/Animal-Ambition-An-Untamed-Desire-To-Win-Explicit/36977273,,music on cd or vinyl > rap > hip-hop > rap > rap > hip-hop,music
,,, online shopping  >  clothing & shoes  >  shoes  >  women's shoes  >  heels ,rest
,,,home > bath > beach towels,rest
,,,home > decor > rugs > area rugs,rest
23,http://www.walmart.com/ip/39124818,,books > home hobbies & garden > interior design,books
,,,11320,rest
6075,https://www.abebooks.com/servlet/BookDetailsPL?bi=18032624721&searchurl=isbn%3D0441827209%26sortby%3D17,,"barnes, margaret",books
24,http://www.amazon.com/dp/B000E8QVWY?psc=1,,movies & tv > fully loaded dvds > dts > movies & tv > genre for featured categories > drama > movies & tv > genre for featured categories > musicals > movies & tv > genre for featured categories > romance > movies & tv > movies > movies & tv > music artists > cash johnny > movies & tv > musicals & performing arts > musicals > movies & tv > studio specials > 20th century fox home entertainment > all fox titles > movies & tv > studio specials > 20th century fox home entertainment > musicals > general,videos
24,http://www.amazon.com/dp/B00BMMHEZ4?psc=1,,movies & tv > blu-ray > movies & tv > blu-ray > movies > movies & tv > genre for featured categories > action & adventure > movies & tv > genre for featured categories > anime & manga > movies & tv > genre for featured categories > romance > movies & tv > movies,videos
2627,https://www.barnesandnoble.com/w/toward-healthcare-resource-stewardship-joe-sam-robinson/1105298811?ean=9781621001829,,books,books
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
,,,computers & tablets > laptops > pc laptops,rest
,,,target > clothing > school uniforms > boys' uniforms > boys' bottoms,rest
23,http://www.walmart.com/ip/10601001,,books > art music & photography > fashion,books
24,https://www.amazon.com/dp/B0001BXYTM?psc=1#Audio+CD,,cds & vinyl > world music > caribbean & cuba > calypso,music
24,http://www.amazon.com/dp/B000I6BJ56?psc=1,,movies & tv > dvd > foreign films,videos
,,, home  >  decor  >  curtains & window coverings  >  window blinds ,rest
,,,target > clothing > men's clothing > pants > chino pants,rest
,,,industrial & scientific > food service equipment & supplies > disposables > take out containers,rest
,,,online shopping >  clothing & shoes >  shoes >  women's shoes >  boots,rest
,,,target > home > home decor > rugs > area rugs,rest
24,http://www.amazon.com/dp/B00XN5UCY8?psc=1,,movies & tv > genre for featured categories > comedy > movies & tv > genre for featured categories > drama > movies & tv > genre for featured categories > foreign films > movies & tv > independently distributed > comedy > movies & tv > independently distributed > drama > movies & tv > indie & art house > movies & tv > movies > movies & tv > studio specials,videos
,,,target > home > storage & organization > cubbies & storage cubes,rest
,,, sports & outdoors  >  outdoor sports  >  fishing  >  boat accessories  >  boat covers ,rest
2627,http://www.barnesandnoble.com/w/ghostown-the-radiators/9795626?ean=0029667425223,,music,music
22,http://www.target.com/p/silver-linings-playbook-original-motion-picture-soundtrack/-/A-14319560,,"target > movies, music & books > music > soundtrack & score",music
26,https://www.overstock.com/Books-Movies-Music-Games/Doodle/4567505/product.html,,books & media > books > children's books > arts & music,books
,,,11320,rest
22,http://www.target.com/p/putumayo-presents-african-blues/-/A-14080218,,"target > movies, music & books > music > blues",music
,,,toys & games > games > trading card games > single cards,rest
2627,http://www.barnesandnoble.com/w/computing-with-your-kids-jennie-lawes/1004715884?ean=9780789480705,,books,books
,,, home  >  decor  >  rugs  >  area rugs ,rest
,,,toys & games,rest
6075,https://www.abebooks.com/servlet/BookDetailsPL?bi=9007496019&searchurl=isbn%3D0070623929%26sortby%3D17,,anthony summers,books
,,, jewelry & watches  >  jewelry  >  rings  >  gemstone rings ,rest
,,,home goods > home improvement store > hardware > cabinet hardware,rest
,,,target > home > kids' home > kids' bedding > kids' sheets & pillowcases,rest
23,https://www.walmart.com/ip/36170826,,movies & tv > tv shows > special interest > cooking & baking,videos
2627,http://www.barnesandnoble.com/w/body-parts-for-modern-art-noonday-underground/29005419?ean=4582241331076,,music,music
23,https://www.walmart.com/ip/Dalla-Parte-Di-Rino-Tributo-A-Rino-Gae-Various/35200636,,music on cd or vinyl > world music > reggae,music
,,,target > home > home decor > rugs > area rugs,rest
,,,clothing > baby & toddler clothing > baby & toddler clothing swimwear,rest
,,, online shopping  >  sports & toys  >  collectibles  >  fan shop  >  college themed ,rest
,,,target > clothing > women's clothing > juniors > juniors' skirts,rest
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
,,,electronics store > computer hardware & software > networking & wireless > modems,rest
22,http://www.target.com/p/domino-out-of-the-afternoon-bonus-track-remastered/-/A-14545828,,"target > movies, music & books > music > jazz",music
26,https://www.overstock.com/Books-Movies-Music-Games/Original-Dancehall-Jam-Jam-2006-Part-2-DVD/1905625/product.html,,books & media > movies > music videos/concerts,videos
,,,office products > office & school supplies > printer ink & toner > inkjet printer ink,rest
,,,best buy > computers & tablets > ipad & tablet accessories > ipad accessories > ipad cases covers & keyboard folios,rest
,,, clothing  >  women  >  women's activewear ,rest
,,,home goods > home decor store > decorative accessories > message & bulletin boards,rest
24,http://www.amazon.com/dp/147829373X?psc=1,,books > science fiction & fantasy > fantasy > epic,books
,,,automotive > exterior accessories > covers > full car covers,rest
,,,target > clothing > girls' clothing > tops > tees,rest
24,https://www.amazon.com/dp/B001B99AX2?psc=1,,movies & tv > movies,videos
,,,best buy > home > outdoor living > grills > charcoal grills,rest
,,,clothing > men > men's bottoms > men's pants,rest
22,http://www.target.com/p/suicidal-tendencies-prime-cuts-cd/-/A-50792883,,"target > movies, music & books > music > rock",music
,,, home  >  bath ,rest
,,,clothing & shoes > shoes > men's shoes > slip-ons,rest
,,,best buy > audio > headphones > earbud & in-ear headphones,rest
,,,clothing shoes & jewelry > men > shoes > athletic > men's,rest
,,,crafts & sewing > art supplies > drawing & illustration > pencils,rest
2627,http://www.barnesandnoble.com/w/metropolis-fm/19526493?ean=5060073261017,,music,music
,,,"home improvement > heating, cooling, & air quality > air filters > air filters",rest
23,http://www.walmart.com/ip/gene-autry-collection-1%3A-melody-trail-/-the-big-show-/-boots-and-saddles-/-rhythm-of-the-saddle/20441001,,movies & tv > movies > classics > classic westerns,videos
,,,home goods > art gallery > canvas art > gallery wrapped canvas,rest
22,https://www.target.com/p/star-wars-rebels-spark-of-rebellion/-/A-16420638,,"target > movies, music & books > movies > kids' & family",videos
,,,target > clearance > clothing & accessories clearance > boys' clothing clearance,rest
22,https://www.target.com/p/poodles-dogs-hardcover/-/A-12401220,,"target > movies, music & books > books > kids' books",books
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
26,https://www.overstock.com/Books-Movies-Music-Games/Double-Buckeyes/305476/product.html,,books & media > books > children's books > young adult,books
,,,target > clothing > women's clothing > plus size clothing > plus size activewear,rest
22,http://www.target.com/p/monterey-pop-criterion-collection-s/-/A-11352466?disable_sitespect=true,,"target > movies, music & books > movies > music",videos
23,http://www.walmart.com/ip/10749130,,books > textbooks > medical > psychology,books
,,,patio lawn & garden > outdoor heating & cooling > fire pit covers,rest
26,https://www.overstock.com/Books-Movies-Music-Games/Jinki-Extend-Complete-Box-Set-S.A.V.E.-DVD/5158007/product.html,,books & media > movies > anime > anime,videos
2627,http://www.barnesandnoble.com/w/firefighters-sandy-sepehri/1008826563?ean=9781424213542,,books,books
23,https://www.walmart.com/ip/The-Partridge-Family-The-Complete-Series-Full-Frame/27414296,,movies & tv > tv shows > classics,videos
,,, home  >  decor  >  curtains & window coverings  >  window blinds ,rest
23,http://www.walmart.com/ip/22232783,,books > audiobooks > religion,books
23,https://www.walmart.com/ip/Fuzionado/5129002,,music on cd or vinyl > latin music on cd or vinyl record > salsa music on cd or vinyl,music
,,,beauty & personal care > hair care > shampoo > daily shampoo,rest
23,https://www.walmart.com/ip/Chantal-Akerman-In-The-Seventies-Eclipse-Criterion-Collection-Full-Frame/36170782,,movies & tv > movies > classics > classic dramas,videos
,,,best buy > audio > ipod & mp3 players > ipods,rest
,,,clothing shoes & jewelry > boys > shoes > athletic > boys',rest
,,,home & garden > furniture > bedroom furniture > bedroom sets,rest
,,,target > baby > gear & activity > baby toys,rest
,,,best buy > appliances > freezers & ice makers > ice makers,rest
24,http://www.amazon.com/dp/B000006OPI?psc=1,,cds & vinyl > classical > forms & genres > concertos > cds & vinyl > classical > symphonies,music
,,,sports & outdoors > outdoor sports > bikes > bike accessories,rest
,,,target > clearance > clothing & accessories clearance > men's clothing clearance,rest
6075,,,frederick forsyth,books
,,,clothing & shoe store > shoes > men's shoes > men's boots,rest
2627,,,music,music
,,,best buy > cell phones > cell phone accessories > cell phone cases & clips,rest
2627,,,books,books
,,,target > holiday > halloween > infant & toddler costumes > target > holiday > halloween > infant & toddler costumes,rest
,,,target > home > home d?cor > rugs > area rugs,rest
,,,"best buy > computers & tablets > ipad & tablet accessories > cases, covers & keyboard folios",rest
22,,,"target > movies, music & books > movies > comedy",videos
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
,,,beauty & personal care > hair care > shampoo > shampoo plus conditioner,rest
,,,target > shoes > women's shoes > comfort,rest
,,,home improvement > tools > tool equipment & storage > tool storage > tool boxes,rest
,,,electronics > computers & accessories > laptop accessories > bags cases & sleeves > backpacks,rest
,,,automotive > replacement parts > brake system > rotors,rest
22,,,"target > movies, music & books > music > see more genres",music
23,,,music on cd or vinyl > soundtracks > film soundtracks,music
6075,,,"pasewark, william r., jr.",books
,,,best buy > appliances > small kitchen appliances > specialty appliances > specialty electric bakers,rest
,,,best buy > office > office & school supplies > binders folders & filing,rest
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
24,,,movies & tv > 7-9 years > movies & tv > animation > movies & tv > genre for featured categories > kids & family > movies & tv > movies,videos
26,,,books & media > movies > children's > animation,videos
,,, home  >  decor  >  curtains & window coverings  >  shades ,rest
,,, online shopping  >  home & garden  >  home decor  >  decorative accessories  >  silk plants ,rest
24,,,books > religion & spirituality > occult & paranormal > magic studies,books
26,,,books & media > movies > special interest,videos
,,,clothing & shoe store > children's clothing > boys' clothing > boys' suits,rest
22,,,"target > movies, music & books > music > electronic & dance",music
,,,target > shoes > women's shoes > flats,rest
22,,,"target > movies, music & books > music > soundtrack & score",music
,,,best buy > appliances > ranges cooktops & ovens > ranges > electric ranges,rest
,,,"target > clothing > men's clothing > sleepwear, pajamas & robes",rest
,,,target > clothing > women's clothing > juniors > juniors' swimsuits > bottoms,rest
,,,tools & home improvement > lighting & ceiling fans > wall lights > vanity lights,rest
23,,,movies & tv > movies > comedy > dark comedy,videos
24,,,movies & tv > genre for featured categories > drama > movies & tv > genre for featured categories > horror > movies & tv > movies > movies & tv > science fiction & fantasy,videos
,,,target > clothing > men's clothing > workwear,rest
24,,,books > gay & lesbian > literature & fiction > fiction > gay > books > literature & fiction > erotica > romantic > books > romance > gay romance > books > romance > paranormal,books
22,,,"target > movies, music & books > books > kids' books",books
24,,,movies & tv > genre for featured categories > comedy > movies & tv > genre for featured categories > musicals > movies & tv > movies > movies & tv > musicals & performing arts > musicals > movies & tv > studio specials > universal studios home entertainment > all universal studios titles > movies & tv > studio specials > universal studios home entertainment > classics > movies & tv > studio specials > universal studios home entertainment > comedy,videos
,,,electronics > computers > networking > networking cables & accessories,rest
,,,best buy > car electronics & gps > car installation parts & accessories > car audio installation parts > amp installation parts > fuses & capacitors,rest
6075,,,"matthews, patricia",books
2627,,,books,books
24,,,cds & vinyl > r&b > classic r&b,music
,,,health > home health care > daily living aids,rest
6075,,,,books
2627,,,music,music
24,,,movies & tv > genre for featured categories > action & adventure > movies & tv > genre for featured categories > horror > movies & tv > genre for featured categories > science fiction > movies & tv > indie & art house > movies & tv > movies > movies & tv > science fiction & fantasy,videos
,,,home & garden > art gallery > canvas art > gallery wrapped canvas,rest
,,,"luggage & bags > luggage > wheeled & checked luggage > 28""-29"" uprights",rest
24,,,books > science & math > chemistry > industrial & technical,books
,,,industrial & scientific > fasteners > nuts > hex nuts,rest
23,,,movies & tv > movies > drama > military & political,videos
,,,home goods > art gallery > canvas art > gallery wrapped canvas,rest
,,,target > clothing > women's clothing > intimates > bras > demi,rest
,,, online shopping  >  home & garden  >  furniture  >  living room furniture  >  sectional sofas ,rest
23,,,music on cd or vinyl > country music on cd or vinyl > traditional country music on cd or vinyl > triage for shelves > triage for shelves > music - new,music
,,,automotive > exterior accessories > covers > tire covers,rest
,,,power & hand tools > power tool parts & accessories > router parts & accessories > router bits > straight spiral & trim bits > trim,rest
,,,best buy > cell phones > cell phone accessories > cell phone cases & clips,rest
23,,,books > textbooks > technology,books
,,, home  >  decor  >  curtains & window coverings  >  window blinds ,rest
,,,target > clothing > women's clothing > juniors > juniors' jeans,rest
24,,,cds & vinyl > jazz > cds & vinyl > new age > cds & vinyl > pop,music
,,,electronics store > cell phones & accessories > cell phone accessories > portable chargers,rest
26,,,books & media > movies > television > general,videos
,,,sports & outdoors > outdoor recreation > cycling > clothing > women > compression shorts,rest
,,,home goods > garden & patio > outdoor lighting > outdoor wall lighting,rest
,,,best buy > appliances > dishwashers > built-in dishwashers,rest
,,, online shopping  >  electronics  >  cell phones & accessories  >  cell phone accessories  >  other cell phone accessories ,rest
,,,auto & tires > automotive interior > steering wheel covers,rest
,,,target > clothing > women's clothing > tops,rest
,,,sports & outdoors > outdoor sports > fishing > boat accessories > trolling motors,rest
,,,target > clothing > women's clothing > sweaters,rest
22,http://www.target.com/p/amelia-bedelia-cleans-up-amelia-bedelia-paperback/-/A-16855655,Number of Pages=145;Store Item Number (DPCI)=059-03-5560;Series Title=Amelia Bedelia;Origin=Made in the USA;ISBN=9780062334008;Language=english;Author=Herman Parish;TCIN=16855655;Genre=Juvenile Fiction;Sub-Genre=Humorous Stories;Book format=paperback,"target > movies, music & books > books > kids' books",books
,,,sports & outdoors > sports & fitness > boating & sailing > boating > boat cabin products > vents & deck plates,rest
,,,electronics > computers & accessories > computers & tablets > desktops,rest
,,,best buy > appliances > small kitchen appliances > coffee tea & espresso > tea kettles > electric tea kettles,rest
,,,patio lawn & garden > outdoor power tools > replacement parts & accessories > lawn mower parts & accessories > lawn mower replacement parts,rest
,,,sports & outdoors > team sports > tennis & racquets > tennis bags & accessories,rest
2627,https://www.barnesandnoble.com/w/memory-crash-steve-stevens/14806060?ean=0614286909522,Label:=Magna Carta;catalogNumber:=9095;UPC:=0614286909522;Release Date:=03/04/2008,music,music
22,http://www.target.com/p/practice-makes-perfect-calculus-workbook-paperback/-/A-12273204,"Store Item Number (DPCI)=248-42-8054;Origin=Made in the USA or Imported;ISBN=9780071638159;Edition=Workbook;Language=english;TCIN=12273204;Genre=Mathematics, Reference;Sub-Genre=Problems + Exercises, Calculus;Book format=paperback","target > movies, music & books > books > test prep & study guides",books
,,, online shopping  >  main street revolution  >  home decor  >  wall decor  >  original art  >  sweetums ,rest
22,https://www.target.com/p/kurdish-politics-in-turkey-from-the-pkk-to-the-kck-hardcover-seevan-saeed/-/A-51974297,"Number of Pages=150;Store Item Number (DPCI)=248-38-1057;Series Title=Routledge Studies in Middle Eastern Politics;ISBN=9781138195295;Street Date=September 28, 2016;Language=english;Author=Seevan Saeed;TCIN=51974297;Genre=Political Science, Social Science;Book format=hardcover","target > movies, music & books > books > see more genres > politics & current events",books
23,https://www.walmart.com/ip/Inspector-Morse-Deal-On-Time-Collection-Set/14958350,"Container Type=PACKAGE NOT AVAILABLE;Duration=600;Original Languages=English;Condition=New;Record Label=BFS Entertainment;Release Date=07/22/2010;Color=Y;Actors=John Thaw, Kevin Whately, Geraldine James, Martin Jarvis, Rhondda Findleton, Joanna David, Martin Clunes, Frances Barber",movies & tv > tv shows > mysteries,videos
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
,,,clothing shoes & jewelry > men > shoes > athletic > team sports > men's,rest
,,,target > clothing > women's clothing > plus size clothing > plus size skirts,rest
